20-29,30-39,Less than a high school diploma 2014-18,Bachelor's degree or higher 2014-18,Unemployed_2018,Internal Medicine Primary Care (2019),ICU Beds_x,y_n
0.001292168061484595,0.0015860618324407575,0.000850953711677988,0.0020234390104896423,0.0013217750980907238,0.0025785012473073365,0.019755409219190972,0
0.01175988537467415,0.01176961752738154,0.007657898808390966,0.01368507922686811,0.013142697505305865,0.020006348902477156,0.009407337723424272,0
0.0013807958907514316,0.001325047458672169,0.001977799897858171,0.0007710744663214034,0.0016386675506298238,0.0012608566969889313,0.0,0
0.0015535559347570746,0.0015501057707481454,0.001438337689650404,0.0009951866399752728,0.0015094087870941384,0.0012945780893718287,0.0,0
0.0003108396330807877,0.0003469094100342716,0.0001766259514182798,0.00024523750149828966,0.0005545617919434278,0.0006449423040226793,0.0,0
0.005921366564059619,0.005828211259174622,0.006879512348070876,0.0027527220673796904,0.006984142868460445,0.006672275348630884,0.0051740357478833494,0
0.001814943808029555,0.0015580960066798374,0.0012281664993968704,0.0005483400314399978,0.003940307469071714,0.0009344027376985992,0.0,0
0.005803196125037171,0.005600489535121414,0.0029273355359091522,0.0032092128473222023,0.004323914122145362,0.008329201116663205,0.000940733772342427,0
0.0033659308201991825,0.0035316842818076313,0.003477751291491696,0.0021846344468677333,0.003535852628331019,0.0034095606448350177,0.004703668861712136,0
0.00014771304877806042,0.0001518144827021388,0.0001547188566687254,0.00015706222006070178,0.0001542765887361415,0.00020529900007789162,0.0,0
0.002276065412475846,0.002545555997238042,0.0011590222315935907,0.002591985877259088,0.0027561304095834955,0.003438943800931354,0.00376293508936971,0
0.0008984806749587227,0.0009388527219737486,0.0008160392794208868,0.0008229692934174828,0.0009423380825504847,0.0009722001205653679,0.0,0
0.00020230265376125663,0.00023371440100197587,0.00021496336722999845,0.0002681998143726598,0.0003919459281404667,0.00015677956978870332,0.0,0
0.0004624060657400144,0.00047541903793564197,0.00035872867652394624,0.0004486835935652248,0.0004378119410079692,0.0008031161807617454,0.0,0
0.0020744049893614506,0.0017958055256476584,0.001884694745172567,0.0012946151998570812,0.0022390953554407515,0.002301578748524241,0.0018814675446848558,0
0.0029260028270993088,0.0035742988734433195,0.0015184355048284614,0.002166723842825723,0.0032856743763264662,0.00400007665696521,0.0,0
0.0005022243658454051,0.0005526579852753281,0.0003080685199156035,0.0004192918330860277,0.0006004278048109286,0.0005625344075638992,0.0,0
0.1158224437775236,0.12083101117101569,0.04600216058721968,0.11121704391450489,0.07833081070262563,0.06196589608035272,0.13264346190028223,0
0.07013351332917597,0.07464345236787313,0.04457751483178775,0.10416164366072539,0.06739385145249324,0.09292546065548389,0.1312323612417686,0
0.000247258799041538,0.00027632899263766407,0.0002471394126434068,0.00022594915868381742,0.00040445484074069435,0.00025544258818424245,0.0,0
0.005459602728966466,0.006136501195539051,0.0025466997646356516,0.006522215348836567,0.004624128024550827,0.004306976408338169,0.007996237064910632,0
0.001737876130406219,0.0016852739285925936,0.0017101225838870582,0.0009391585965618059,0.0015511051624282311,0.0017068551187169115,0.0028222013170272828,0
0.0010519737995585334,0.0009215405441217496,0.00039501230220289566,0.0006080420449133643,0.0004669994037418343,0.0008177637016200875,0.0,0
0.0002427631845135069,0.0002849850815636618,0.00024234723566694122,0.0002594741354804003,0.00020014260160364228,0.0002232137838385495,0.0,0
0.0002857926378532043,0.00029430702348396884,0.0006175062332530535,0.00015246975748582636,0.0003877762906070569,0.00046313248212495606,0.0,0
0.035103042696135636,0.033250035123745456,0.02608381928289864,0.03167467362516596,0.03686793507040433,0.05957527128991545,0.03339604891815617,0
0.00020615603764242464,0.00021373881117274854,0.00023413207513585908,0.0002571779041929626,0.00019180332653682616,0.00020726108249415412,0.0,0
0.03121562059068522,0.03712063857965566,0.009495356380509808,0.04577996317763507,0.023504246775827776,0.043456806145053685,0.018344308560677328,0
0.00633110971675702,0.008042172465247467,0.0031135458412803606,0.007291452830128022,0.004686672587551965,0.009462970189578816,0.0,0
3.7249377517947074e-05,5.2602386550302735e-05,6.161370398312122e-05,5.832427470090287e-05,8.75623882015935e-05,5.904460939194084e-05,0.0,0
0.00737152336467205,0.007767841031592727,0.006210661361498556,0.005077426622781093,0.010157237031384863,0.012145951775049374,0.009407337723424272,0
0.002470019067827907,0.0021833319683346956,0.0017354526621912308,0.0018356072911772797,0.0021682115173727954,0.002144487228758752,0.0,0
0.0009710527380540294,0.0009588283118029759,0.0007770172668982436,0.000536858875002811,0.0012300430723557213,0.0017212931912638663,0.0,0
0.002242669418839067,0.002339807421996986,0.0019161861938750508,0.0015472006414751702,0.0025393092578462157,0.002194450193361855,0.0023518344308560684,0
0.003726864443735138,0.002307846478270221,0.0008687532261620005,0.0027917579992661227,0.0016761942884305076,0.002071708102141828,0.01599247412982126,0
0.00038084277358865076,0.00041282885647072644,0.0002190709474955404,0.00028381418712723414,0.0006629723678120668,0.000752869086782168,0.0,0
0.002274780951182123,0.002721341187735254,0.0017806360451121852,0.0016427238630325573,0.0025059521575789417,0.002480424299794559,0.0,0
0.0014963974071864339,0.0015900569504066027,0.0019134478070313562,0.0010043715651250219,0.0014301856739593628,0.0018594700604457823,0.0018814675446848558,0
0.0008939850604306934,0.0008822552174576007,0.0010446945808693557,0.0008569535164715536,0.0008172489565482074,0.0008881779973919958,0.0,0
0.0008438910699755248,0.0007990235931691469,0.0006709047767050908,0.0008587905015015034,0.0011299717715538993,0.0009821723431380491,0.0018814675446848558,0
0.0025779138165005766,0.0010946623226417325,0.00023687046197955284,0.0007471936609320575,0.0004628297662084245,0.0008767929097161769,0.0,0
0.0014623591829027935,0.0015447789467936852,0.0014479220436033344,0.000711831699105523,0.0013926589361586807,0.0015978478473670388,0.0,0
0.006661216269243641,0.004725558700601199,0.0026870420903749815,0.002375680889982506,0.004407306872813547,0.00459292361628436,0.0032925682031984954,0
0.0004823152157927089,0.000495394627764871,0.00033134480808700434,0.00037336720733728394,0.00036275846540660163,0.0007135036996426484,0.0,0
0.0011791354676370346,0.0013010767508770948,0.001357555277761424,0.0019972619738128587,0.002289131005841663,0.0024397335692441374,0.0,0
0.003896413334506477,0.004100988591940648,0.0032032280104113474,0.0035426256302580807,0.0036192453789992036,0.0037454865027710255,0.0018814675446848558,0
0.002645348034420995,0.003095550570536138,0.001108362074985248,0.0021281471571967785,0.002109836591905066,0.0026247252767741275,0.0018814675446848558,0
0.0011271147852412854,0.0011059818235449603,0.0013000491540438447,0.0006016125973085408,0.0013551321983579978,0.0009913619627612592,0.0,0
0.005036372732684982,0.004794807412009191,0.004350612097919237,0.0030957790217228057,0.00444066397308082,0.005281474084825607,0.004703668861712136,0
0.0014687814893714051,0.0014322497907556953,0.0020866507748950177,0.0006732550134765803,0.0015761229876286864,0.0015755659659281995,0.0018814675446848558,0
0.04253943135614066,0.04542182785968879,0.02752900293965828,0.050729719340834666,0.048317759737146054,0.0704331151797594,0.0936030103480715,0
0.0021681706638031753,0.002172012467431465,0.0029704651286973365,0.0012886449985097456,0.0021390240546389303,0.002427278092644581,0.0018814675446848558,0
0.003326754750740654,0.002675397331128028,0.003205281800544118,0.0020317054431244173,0.0029020677232528182,0.0027957338935214113,0.004703668861712136,0
9.312344379486595e-05,9.588283118029846e-05,4.7237173053726184e-05,0.00015568448128823985,8.75623882015935e-05,0.00010069769941905941,0.0,0
0.00032239978472429,0.00038020205974965277,0.00025398537975264163,0.0004027589678164793,0.00048367795387547,0.0004304672202099201,0.0,0
0.0018945804082403346,0.001958939509253026,0.0016758927483408806,0.0019568483031539644,0.0025184610701791694,0.003127685201192845,0.0023518344308560684,0
0.018511656165125207,0.017059819567155604,0.010221028894088782,0.018212788079436742,0.025618253005266253,0.027178300589214797,0.03151458137347131,0
0.0016479638398456606,0.0016706251627178256,0.001918239984007821,0.0008523610538966799,0.0021640418798393865,0.0018932788778985143,0.000940733772342427,0
0.0009736216606414747,0.0006212408436890131,0.0001951100626132159,0.0010296301092868297,0.0006588027302786579,0.0005248538739140614,0.0,0
0.0034828167979279083,0.0038512937190752893,0.0023153060763434876,0.002580504720821903,0.002639380558648037,0.00178649496714324,0.0023518344308560684,0
0.0004116698446379862,0.0003988459435902668,0.00045457221605324505,0.0001648694064379872,0.0002877049898052358,0.00030932245448588025,0.0,0
0.0014289631892660144,0.0011605817690781856,0.001100146914454165,0.000863842210333865,0.0017053817511643718,0.0015560962635787646,0.0,0
0.0015445647057010185,0.0013563425494046277,0.0007475796083285307,0.0012583347455155745,0.0013050965479570863,0.001385278250973775,0.0,0
0.00294912313038631,0.0033772063871282624,0.001840880555673459,0.0027527220673796904,0.0030354961243219134,0.004982299606086446,0.0018814675446848558,0
0.00017789788918053454,0.0002257241650702839,0.0001601956303561138,0.00017083960778532456,0.00018763368900341637,0.00018020699487619057,0.0,0
0.024340541516036825,0.026059488638217432,0.008320588424564974,0.057262038107335954,0.024229763706640983,0.045995826946669746,0.013170272812793982,0
0.0009960997332816128,0.0009981136384671265,0.0009084598353955673,0.000644781745512359,0.0012967572728902685,0.0020513784091252905,0.0,0
0.0017166825190598018,0.0017212299902852049,0.000898875481442637,0.0015311270224631097,0.0012050252471552652,0.0015511332311308433,0.0,0
0.0004816729851458493,0.0005613140742013259,0.00039227391535920104,0.000522622241020702,0.0007588740310804781,0.0008218281872115086,0.0,0
0.007311795914513966,0.008072135849991311,0.005952568401480373,0.006294429205122799,0.010444942021190099,0.011825593412246236,0.015051740357478836,0
0.0009087563653085006,0.0010220843462622007,0.0008824451603804719,0.0010874951377302464,0.0012967572728902685,0.00176052314022653,0.0,0
0.0002922149443218159,0.000308955789358736,0.00024234723566694122,0.00029024363473205764,0.0003502495528063757,0.0005097795778562682,0.0,0
0.0024398342274254336,0.0021839978213290022,0.002850660704285713,0.001437900032193162,0.002972951561320775,0.0022754895236383656,0.004703668861712136,0
0.002531673209926575,0.0024896243457162015,0.0037214677205804837,0.0012574162530005987,0.0029020677232528182,0.003309598538240947,0.0023518344308560684,0
0.015633820636540487,0.009851960903775586,0.006843913319102851,0.007892146934921589,0.008781256645359819,0.009626945745684278,0.022577610536218255,0
0.20388061446059372,0.2283902404594918,0.2080331947253193,0.23834834838972188,0.1741490812203695,0.42293424898893245,0.060677328316086555,0
0.0011007833287199776,0.0011525915331464954,0.0006202446200967481,0.0010181489528496446,0.0012258734348223116,0.0011473826812073984,0.0023518344308560684,0
0.0007822369278768573,0.0007916992102317624,0.0012979953639110746,0.00044133565344542554,0.0008172489565482074,0.0008210283214095861,0.0,0
0.026580642012288446,0.0242570245826267,0.016824648767657463,0.037948436748701825,0.024079656755438248,0.06043758675853193,0.018344308560677328,0
0.0003911184639384304,0.0003475752630285791,0.00024508562251063584,0.0003811743937145694,0.00032940136513933023,0.0003602608976823983,0.0,0
0.0007244361696593562,0.0008083455350894539,0.0002512469929089479,0.0009203295000048215,0.0007630436686138879,0.00043925330197134606,0.0,0
0.013184995180058997,0.010247477582394315,0.0023118830927888693,0.009254730580886812,0.011153780401869665,0.0051130831299931795,0.0061147695202257765,0
0.0013454732051740685,0.0013163913697461695,0.001480098089016742,0.0008597089940164775,0.001388489298625271,0.001038635599108391,0.0028222013170272828,0
0.01057175867798106,0.010756855123039645,0.006799414532892819,0.008169990920701488,0.008593622956356404,0.008866118744554445,0.02916274694261524,0
0.002326801633577875,0.002541560879272196,0.002466601949457595,0.001048459205843814,0.0020598009415041555,0.002403017156154314,0.0014111006585136414,0
0.0006319549565113533,0.0005859506349907076,0.0008605380656309183,0.00034489393937306434,0.001104953946353444,0.00048284612978403973,0.0,0
0.001204824693511481,0.001317057222740477,0.0015437655831326332,0.0004679719363796953,0.0008714542444825278,0.0013817964159721068,0.0,0
0.00023505641675117435,0.00023704366597351346,0.00039364310878104835,0.00023605257634854056,0.00034191027773955614,0.0002862786588443394,0.0,0
0.0011200502481258125,0.0011179671774424992,0.0007961859748041034,0.0009965643787477347,0.0009882040954179855,0.001108924162003656,0.0,0
0.0006383772629799649,0.0006372213155523953,0.0003114915034702218,0.00030999122380401777,0.0005337136042763806,0.0002879504543064678,0.0,0
0.0014366699570283487,0.0015634228306342984,0.0008126162958662685,0.0012601717305455225,0.0014260160364259547,0.002220691990622213,0.0023518344308560684,0
0.0020532113780150334,0.0019243151535490305,0.00042376536406168574,0.0022741874670777823,0.001171668146887992,0.0017600112760488753,0.0,0
0.0017353072078187736,0.001821773792425656,0.00241388800271648,0.0008169990920701472,0.0013301143731575416,0.0025046644712203685,0.0,0
0.0039208180990872,0.0036841646175040767,0.002449487031684506,0.0026296440703730576,0.0033023529264601037,0.003313799550761657,0.004703668861712136,0
0.0016447526866113548,0.0015987130393326021,0.0017429832260113893,0.0009010411571903475,0.002080649129171202,0.0017752745769031488,0.0,0
0.00035065793318617665,0.00037088011782934575,0.00019990223958968063,0.0002893251422170836,0.00020431223913705207,0.00034198112227204307,0.0,0
0.00021514726669847987,0.0002044168692524398,0.00012870418165362996,0.00018783171931236083,0.00023766933940432694,0.0003235783167866973,0.0,0
0.002823245923601529,0.0031121968953938288,0.002079120211074859,0.002081763285190547,0.003598397191332158,0.004845299790658914,0.0,0
0.0001457863568374764,0.0001524803356964463,0.0002738386843694259,0.0001566029738032139,0.00012925876353568622,0.00020076600733631017,0.0,0
0.00037249377517945687,0.00044678735918041515,0.00016430321062165486,0.0003651007747025106,0.00034191027773955614,0.00022664780475433952,0.0,0
0.0006325971871582129,0.0006838310251539286,0.0006654280030177024,0.000306776500001606,0.0007088383806795684,0.0007402853236388885,0.0,0
0.0033550128992025433,0.003533681840790554,0.003364792834189308,0.0023885397851921546,0.0047992528009540136,0.0037273165690028713,0.0,0
0.004130185289963928,0.0038299864232574452,0.0038755019805382855,0.002700367994026123,0.0038694236310037574,0.004933620012787855,0.0018814675446848558,0
0.005710072681242307,0.005360116604176363,0.0029622499681662535,0.0056000488638017955,0.008822953020693912,0.00882521349651733,0.008466603951081845,0
0.014457896322137757,0.011883478389408144,0.008406847610141342,0.012926404409498864,0.018313048046733296,0.024030287742980244,0.020696142991533398,0
0.0026421368811866894,0.0024370219591658988,0.002531638636995333,0.0013258439453662264,0.0032356387259255557,0.0019066668972116396,0.0,0
0.002066698221599117,0.0021726783204257735,0.0017464062095660076,0.0011742926803953724,0.0013926589361586807,0.002765444412290147,0.0,0
0.008745896948954867,0.008063479761065312,0.002964988355009948,0.021116142919272315,0.008543587305955494,0.01731659641289677,0.005644402634054563,0
0.004053759842987453,0.00437798343757262,0.003305917517049882,0.0037543381549597892,0.00342744205246238,0.004239454690421425,0.0032925682031984954,0
0.001379511429457709,0.0014682058524483083,0.000607921879300124,0.0014098860104864285,0.0008422667817486627,0.0014202920801880611,0.0028222013170272828,0
0.001441165571556378,0.0016033740102927557,0.0021510028657218327,0.00039081856512180636,0.0012258734348223116,0.0013386109994942778,0.0,0
0.0014591480296684885,0.0015241375039701478,0.0019579465932413878,0.0007076984827881373,0.0012967572728902685,0.0015864998259351708,0.0,0
0.010529371455288226,0.01009433139370356,0.0036194628106528733,0.016191645300234536,0.011971029358417873,0.01955106200748137,0.004703668861712136,0
0.0015413535524667126,0.0017691714058753532,0.0019517852228430757,0.0009758982971608005,0.0026852465715155385,0.0027272488625068626,0.0,0
0.03746388255399716,0.02756697981732989,0.007103375472542881,0.05858420808264229,0.02301222954688549,0.025075095150545873,0.03386641580432738,0
0.0031963819294278445,0.0030762408337012166,0.0037159909468930954,0.00172125497306291,0.002947933736120319,0.002402960889358643,0.0,0
0.0008997651362524454,0.0006751749362279309,0.0011494378776406612,0.00043444695958311415,0.0011466503216875368,0.0010023661369208334,0.0,0
0.004211748582115291,0.0039877935829083526,0.005337115958360091,0.002656739599564816,0.004603279836883781,0.004761753690178209,0.006585136406396991,0
0.016885528167272828,0.010189548371889552,0.0034236681513287346,0.012320658595872936,0.009081470547765282,0.010059610614427358,0.05597365945437442,0
0.013502257119608396,0.014598161047200322,0.005376822567593658,0.014876823265048007,0.013909910811453161,0.011663189163954457,0.015051740357478836,0
0.00036414477677026297,0.0003502386750058109,0.00036968222389872386,0.00021951971107899391,0.0002710264396716001,0.0003382092877328817,0.0051740357478833494,0
0.014437344941438201,0.006658529943076227,0.0016943768595358167,0.013393917099621075,0.0064003936137831535,0.009874596456192087,0.005644402634054563,0
0.0007623277778241629,0.0006811676131766985,0.0009022984649972553,0.0005584434491047209,0.0006296152675447928,0.0008481138438658376,0.0,0
0.0029799502014356436,0.00304760915494599,0.001415745998189927,0.0019839438323457238,0.0033398796642607857,0.004510029531475965,0.00376293508936971,0
0.001694204446419662,0.0015501057707481454,0.001971638527459859,0.0009965643787477347,0.0016803639259639165,0.0013944293434643238,0.0028222013170272828,0
9.312344379486595e-05,0.00013783156982167914,8.968216913098678e-05,0.00011251533308441995,0.0001501069512027317,0.00014959876771747024,0.0,0
0.042559982736840224,0.022803467496053158,0.00828909697586249,0.031101993542079126,0.018734181437607626,0.025715703287975563,0.09877704609595486,0
0.0008098528456918861,0.001126623266368497,0.0003539364995474824,0.0014007010853366777,0.0006004278048109286,0.0004436274901934989,0.0,0
0.00016184212300900634,0.00019376322134351774,9.310515268560506e-05,0.00021951971107899391,0.00018346405147000658,0.00019415171571267667,0.0,0
0.0014726348732525714,0.0013776498452224718,0.0007619561392579249,0.0013019631399768805,0.0012050252471552652,0.001548588789567401,0.0,0
0.013369957606355003,0.012424151020785933,0.00705134612251269,0.010784479864577463,0.012217037972889016,0.020614286170041587,0.023988711194731893,0
0.0077446593704983665,0.00761003387194182,0.008261028510714623,0.002321949077856476,0.007876445300610019,0.005709037964635027,0.0,0
0.0003699248525920115,0.0003875264426870372,0.00047237173053725837,0.00028289569461225836,0.00032523172760592044,0.000335616007220943,0.0,0
0.04310138317214415,0.03897370746281378,0.03183717004150026,0.0394552237195181,0.04444416646860888,0.10966097753613419,0.05597365945437442,0
0.002026237690846867,0.0021407173766990074,0.0019743769143035533,0.0012652234393778841,0.002013934928636654,0.0020798605718228887,0.0028222013170272828,0
0.0023139570206406525,0.0019129956526458,0.0012089977914910106,0.0022806169146826066,0.001596971175295732,0.0022303820763053834,0.01693320790216369,0
0.0004656172189743211,0.0005420043373664044,0.00026836191068203667,0.0004868010329366814,0.0005253743292095627,0.0006355967740010494,0.0,0
0.019095443823121977,0.018330267080294546,0.0124500757848559,0.018055266613118553,0.018755029625274675,0.0425990356927165,0.023988711194731893,0
0.00042258776563462545,0.0004114971504821114,0.00039158931864827825,0.0002461559940132637,0.00035858882787319357,0.00033001419006836036,0.0,0
0.015364725995505674,0.015772725729158967,0.0072204415101108105,0.020192139449207593,0.019134466640814914,0.029396389731606763,0.02351834430856068,0
0.0011091323271291732,0.001062035525920657,0.001351393907363112,0.001428255860785925,0.0011841770594882197,0.0013889448544397165,0.0,0
0.0008137062295730541,0.0007177895278636173,0.00098581926372993,0.0002796809708098466,0.0006629723678120668,0.000646846021781871,0.0,0
0.0004193766124003205,0.00045411174211779787,0.0003368215817743927,0.00021263101721668252,0.0016219890004961872,0.000267459370895954,0.0,0
0.002121930057229174,0.0022053051171468463,0.0012822496395598322,0.00393160721034994,0.0023683541189764377,0.0036073514126257382,0.0018814675446848558,0
0.00032239978472429,0.00026301193275151194,0.0003265526311105396,0.000253503934133063,0.00020014260160364228,0.00029216976521972624,0.0,0
0.0006004856548151583,0.0005799579580419399,0.00026836191068203667,0.0006654478270992949,0.0004878475914088798,0.0006414670986831204,0.0,0
0.005022243658454037,0.00496326821956902,0.005596578111800121,0.00322574571259175,0.004378119410079683,0.005980131253143581,0.009407337723424272,0
0.014374406338045811,0.014397739295913727,0.007371052786513994,0.010298597324155756,0.014831400706336598,0.022531456970873175,0.017403574788334902,0
0.002663972723179968,0.0028385313147333956,0.00198533046167833,0.002787624782948736,0.002118175866971885,0.00319074160756015,0.0,0
0.001290241369544011,0.001321052340706324,0.0015512961469527917,0.0008684346729087404,0.0023766933940432564,0.0027123386447662507,0.004703668861712136,0
0.001100141098073118,0.0010567087019661987,0.0005764304305976402,0.000905633619765223,0.0012425519849559481,0.0010533491051906586,0.0,0
0.0028784777592315855,0.002663411977230491,0.0006763815503924801,0.002233773796418889,0.0019347118155018791,0.001894855536702848,0.0014111006585136414,0
0.0051140826409551785,0.005205638709496994,0.004867482614666527,0.004374779848825316,0.005091127428292659,0.005748873063554006,0.0,0
0.002401942619260627,0.0022053051171468463,0.0029519810175024,0.0012987484161744688,0.0027853178723173597,0.0022436317978036333,0.0018814675446848558,0
0.00037377823647317954,0.000388192295681343,0.0003012225528063678,0.00036647851347497255,0.00037943701554023906,0.00045487982008892217,0.0,0
0.011301332692815304,0.008075465114962849,0.00544459764197509,0.007968841059921992,0.007271847858265681,0.008761359605250122,0.03386641580432738,0
0.0017276004400564402,0.0018603932660954982,0.002011345136693426,0.0010493776983587898,0.0022682828181746165,0.0016562543968973754,0.0,0
0.10768987709632112,0.10586663097694618,0.05636763938731333,0.19521961385656178,0.10435351854863258,0.252086852146096,0.21683913452492948,0
0.0004636905270337371,0.0005433360433550211,0.00017114917773089055,0.0004969044506014045,0.000441981578541379,0.000571112941779639,0.0,0
0.0005786498128218798,0.0006392188745353179,0.000527139467411143,0.0006117160149732639,0.0005962581672775188,0.0008991531972587681,0.0,0
0.0033729953573146555,0.003286650379902426,0.003451052019765677,0.0016551235119847182,0.003081362137189415,0.004047832274036403,0.0028222013170272828,0
0.005473731803197411,0.0033525698263388807,0.001185036906608687,0.00348384210929969,0.0031105495999232792,0.004139017702224251,0.0,0
0.004602867046053719,0.004082344708100035,0.002908166828003292,0.0031871690269628054,0.005816644359105863,0.006073266482900327,0.008466603951081845,0
0.000715444940603301,0.0007417602356586915,0.0006989732418529572,0.00043766168338552416,0.0005962581672775188,0.0006949418543833272,0.0,0
0.0006460840307422975,0.0006452115514840855,0.00047442552067002933,0.00041561786302612806,0.0008089096814813887,0.0010721285857595523,0.0,0
0.00132363736318079,0.0013070694278258643,0.0013377019731446406,0.0018236668884826085,0.0015677837125618668,0.001979870290696446,0.0023518344308560684,0
0.024942953862792563,0.02484697033558325,0.010085478745325917,0.016695438444698254,0.01824216420866534,0.013775570604614299,0.03010348071495767,0
0.0,0.0,3.4229835546182794e-06,7.807186377285433e-06,0.0,0.0,0.0,0
0.0033691419734334883,0.003458440452433793,0.002515892912644091,0.002744914881002405,0.0029979693865212305,0.003060681386353894,0.0,0
0.0030852760275208698,0.0029530580297543064,0.0028225922391378467,0.0015421489326428086,0.002568496720580081,0.002947268408624266,0.010348071495766699,0
0.003853383881166781,0.0037687279477811447,0.00470660238759949,0.0023485853607907465,0.00364009356666625,0.003274533153448304,0.004233301975540922,0
0.00022927634092942406,0.00021773392913859366,8.694378228729302e-05,0.0003141244401214053,0.00022516042680409756,0.0002021044817666906,0.0,0
0.0049252668307780065,0.0051463777930036165,0.0022858684177737743,0.004571796493287426,0.003944477106605123,0.004326741907044115,0.0028222013170272828,0
0.008933428297838318,0.009157476230712737,0.006941126052053997,0.007667116268752746,0.006567179115119523,0.008714576685202428,0.03339604891815617,0
0.02297901254469123,0.02365176421080107,0.02095208233781562,0.020588009723161764,0.026039386396140587,0.030591842054268098,0.032455315145813735,0
0.0012883146776034287,0.001333037694603861,0.002013398926826197,0.0008408798974594948,0.0014135071238257262,0.002208496853633387,0.0,0
0.00041488099787229116,0.00043413615228857054,0.0003286064212433106,0.0002599333817378865,0.00031689245253910085,0.00044550424085026616,0.0,0
0.046868708146631535,0.05539563986142268,0.03701956714319163,0.034424180968743244,0.03906533405051099,0.039366838267967684,0.07902163687676389,0
0.0021553260508659538,0.001978915099082255,0.0010515405479785923,0.0013905976676719545,0.0013718107484916335,0.0016478366168030893,0.0018814675446848558,0
0.0008644424506750823,0.0007703919144139183,0.0005182397101691372,0.0007375494895248205,0.0005879188922107001,0.001095581702428728,0.0,0
0.002251660647895123,0.0023351464510368335,0.002648020077852339,0.0012734898720126592,0.0019138636278348328,0.001870113040811203,0.0,0
0.001512453173357962,0.0014062815239776986,0.0015266506653595436,0.0008000069805431127,0.0012634001726229945,0.0014932478034995963,0.0018814675446848558,0
0.03255659818133126,0.039788045674852,0.009888314892579932,0.054020678021989635,0.025397262215995565,0.04265826914621766,0.005644402634054563,0
0.0005247024384855432,0.0005812896640305532,0.00029711497254082675,0.0005088448532960775,0.0004378119410079692,0.0006454112944598925,0.0,0
0.0020429356876652555,0.0021713466144371576,0.0012801958494270613,0.00274583337351738,0.0014260160364259547,0.0021674405963342004,0.0,0
0.002209915655849149,0.002144046641670545,0.001982592074834636,0.003667999858552151,0.0022432649929741613,0.0029074110883031707,0.0018814675446848558,0
0.0014681392587245438,0.0015487740647595304,0.001462983171243653,0.001026415385484418,0.0017804352267657376,0.0016022001268095557,0.0032925682031984954,0
0.0020095396940284765,0.001915659064623031,0.002289291401328392,0.0007283645643750714,0.0014718820492934555,0.002242220139255239,0.0,0
0.0058866861091291176,0.006230386467736426,0.004970856718015985,0.0030103592178301426,0.004040378769873535,0.00725358154443018,0.004703668861712136,0
0.0009183898250114172,0.0008895796003949852,0.0018614184570011653,0.0003935740426667302,0.0015761229876286864,0.0009482190422862909,0.0,0
